time,lat,lon,elevation,accuracy,bearing,speed
2015-08-27T11:17:52Z,51.661363,14.241049,188.100006,19.000000,176.100006,26.750000
2015-08-27T11:17:53Z,51.661195,14.241116,177.800003,17.000000,174.199997,27.250000
2015-08-27T11:17:54Z,51.661230,14.241233,124.800003,14.000000,171.600006,27.000000
2015-08-27T11:17:55Z,51.661027,14.241323,119.699997,11.000000,170.800003,26.750000
2015-08-27T11:17:56Z,51.660709,14.241512,119.099998,8.000000,169.699997,26.750000
2015-08-27T11:17:57Z,51.660572,14.241529,123.400002,10.000000,168.199997,26.500000
2015-08-27T11:17:58Z,51.660370,14.241587,131.199997,6.000000,168.199997,26.500000
2015-08-27T11:17:59Z,51.660082,14.241694,132.600006,5.000000,167.000000,26.750000
2015-08-27T11:18:00Z,51.659842,14.241776,134.399994,5.000000,166.500000,27.000000
2015-08-27T11:18:01Z,51.659607,14.241867,133.500000,4.000000,165.800003,26.750000
2015-08-27T11:18:02Z,51.659381,14.241955,132.399994,4.000000,165.199997,26.500000
2015-08-27T11:18:03Z,51.659148,14.242065,133.500000,4.000000,165.500000,26.750000
2015-08-27T11:18:04Z,51.658936,14.242156,134.300003,4.000000,164.899994,25.750000
2015-08-27T11:18:05Z,51.658699,14.242252,134.300003,4.000000,164.800003,26.250000
2015-08-27T11:18:06Z,51.658471,14.242341,133.199997,3.000000,165.000000,26.250000
2015-08-27T11:18:07Z,51.658255,14.242432,132.899994,3.000000,165.199997,26.000000
2015-08-27T11:18:08Z,51.658024,14.242519,133.399994,4.000000,165.699997,26.000000
2015-08-27T11:18:09Z,51.657800,14.242618,133.899994,4.000000,165.899994,26.000000
2015-08-27T11:18:10Z,51.657573,14.242704,135.199997,4.000000,166.399994,26.000000
2015-08-27T11:18:11Z,51.657357,14.242787,135.000000,5.000000,165.899994,25.250000
2015-08-27T11:18:12Z,51.657132,14.242869,135.699997,4.000000,167.000000,25.500000
2015-08-27T11:18:13Z,51.656892,14.242941,135.600006,4.000000,168.300003,26.250000
2015-08-27T11:18:14Z,51.656654,14.243005,135.199997,4.000000,169.100006,26.250000
2015-08-27T11:18:15Z,51.656420,14.243064,134.899994,4.000000,170.300003,26.250000
2015-08-27T11:18:16Z,51.656187,14.243118,134.100006,4.000000,171.500000,26.500000
2015-08-27T11:18:17Z,51.655954,14.243149,133.699997,4.000000,173.899994,26.000000
2015-08-27T11:18:18Z,51.655726,14.243177,134.199997,4.000000,174.899994,26.250000
2015-08-27T11:18:19Z,51.655484,14.243194,132.800003,4.000000,176.899994,26.250000
2015-08-27T11:18:20Z,51.655246,14.243204,132.399994,5.000000,177.600006,26.250000
2015-08-27T11:18:21Z,51.655008,14.243206,131.899994,5.000000,178.699997,26.250000
2015-08-27T11:18:22Z,51.654786,14.243174,132.199997,4.000000,182.199997,26.000000
2015-08-27T11:18:23Z,51.654562,14.243152,133.300003,4.000000,183.699997,26.000000
2015-08-27T11:18:24Z,51.654328,14.243117,132.100006,4.000000,184.699997,26.000000
2015-08-27T11:18:25Z,51.654098,14.243068,132.699997,4.000000,186.500000,26.000000
2015-08-27T11:18:26Z,51.653861,14.243014,132.500000,4.000000,187.800003,26.500000
2015-08-27T11:18:27Z,51.653631,14.242947,131.899994,4.000000,189.399994,26.000000
2015-08-27T11:18:28Z,51.653398,14.242872,131.699997,4.000000,190.899994,26.250000
2015-08-27T11:18:29Z,51.653168,14.242791,131.600006,5.000000,192.000000,26.500000
2015-08-27T11:18:30Z,51.652937,14.242693,131.699997,4.000000,194.600006,26.750000
2015-08-27T11:18:31Z,51.652700,14.242580,132.100006,4.000000,196.100006,27.000000
