time,lat,lon,elevation,accuracy,bearing,speed
2015-08-26T16:05:34Z,51.634613,14.189606,130.600006,9.000000,294.600006,0.500000
2015-08-26T16:05:36Z,51.634674,14.189518,142.800003,7.000000,322.799988,0.500000
2015-08-26T16:05:38Z,51.634636,14.189579,145.399994,7.000000,0.000000,0.000000
2015-08-26T16:05:40Z,51.634672,14.189591,138.600006,11.000000,0.000000,0.000000
2015-08-26T16:05:48Z,51.634663,14.189638,140.800003,4.000000,74.199997,1.000000
2015-08-26T16:05:50Z,51.634665,14.189689,140.600006,4.000000,68.000000,1.250000
2015-08-26T16:05:52Z,51.634683,14.189781,142.699997,4.000000,70.000000,3.500000
2015-08-26T16:05:54Z,51.634729,14.189959,140.199997,4.000000,76.599998,6.500000
2015-08-26T16:05:56Z,51.634752,14.190160,140.699997,3.000000,79.500000,6.750000
2015-08-26T16:05:58Z,51.634784,14.190355,139.399994,3.000000,75.099998,8.000000
2015-08-26T16:06:00Z,51.634838,14.190621,137.399994,4.000000,72.000000,9.500000
2015-08-26T16:06:02Z,51.634920,14.190896,137.600006,4.000000,65.400002,10.500000
2015-08-26T16:06:04Z,51.635022,14.191164,136.500000,4.000000,61.500000,11.500000
2015-08-26T16:06:06Z,51.635134,14.191489,137.500000,4.000000,59.799999,12.750000
2015-08-26T16:06:08Z,51.635254,14.191821,138.600006,4.000000,58.799999,13.000000
2015-08-26T16:06:10Z,51.635380,14.192148,139.100006,4.000000,58.500000,13.250000
2015-08-26T16:06:12Z,51.635508,14.192476,139.100006,4.000000,59.099998,13.500000
2015-08-26T16:06:14Z,51.635637,14.192814,139.699997,4.000000,57.799999,13.750000
2015-08-26T16:06:16Z,51.635775,14.193145,140.000000,4.000000,57.000000,13.750000
2015-08-26T16:06:18Z,51.635917,14.193505,139.800003,4.000000,56.799999,14.750000
2015-08-26T16:06:20Z,51.636091,14.193883,140.000000,4.000000,53.700001,15.750000
2015-08-26T16:06:22Z,51.636288,14.194273,139.699997,5.000000,50.000000,17.000000
2015-08-26T16:06:24Z,51.636535,14.194649,139.000000,4.000000,44.599998,18.750000
2015-08-26T16:06:26Z,51.636793,14.195035,139.199997,5.000000,42.599998,19.250000
2015-08-26T16:06:28Z,51.637053,14.195401,138.699997,5.000000,41.000000,19.000000
2015-08-26T16:06:30Z,51.637377,14.195773,138.699997,5.000000,38.099998,21.000000
2015-08-26T16:06:32Z,51.637671,14.196131,138.699997,5.000000,37.799999,20.750000
2015-08-26T16:06:34Z,51.637947,14.196560,138.199997,5.000000,39.500000,21.750000
2015-08-26T16:06:36Z,51.638298,14.196930,137.899994,4.000000,37.299999,22.750000
2015-08-26T16:06:38Z,51.638624,14.197325,137.899994,5.000000,38.500000,22.750000
2015-08-26T16:06:40Z,51.638964,14.197758,137.800003,6.000000,38.400002,23.250000
2015-08-26T16:06:42Z,51.639351,14.198186,136.100006,4.000000,37.599998,24.000000
2015-08-26T16:06:44Z,51.639683,14.198603,136.100006,5.000000,37.299999,23.500000
2015-08-26T16:06:46Z,51.639993,14.198987,135.899994,5.000000,38.099998,22.500000
2015-08-26T16:06:48Z,51.640316,14.199395,136.500000,6.000000,38.200001,22.500000
2015-08-26T16:06:50Z,51.640664,14.199825,135.100006,5.000000,37.700001,23.000000
2015-08-26T16:06:52Z,51.641017,14.200240,135.300003,5.000000,37.500000,23.250000
2015-08-26T16:06:54Z,51.641350,14.200655,135.500000,6.000000,38.400002,23.500000
2015-08-26T16:06:56Z,51.641634,14.201122,135.800003,10.000000,42.299999,23.000000
2015-08-26T16:06:58Z,51.641920,14.201579,135.699997,10.000000,42.500000,23.000000
2015-08-26T16:07:00Z,51.642202,14.202070,136.199997,10.000000,46.599998,23.000000
2015-08-26T16:07:02Z,51.642444,14.202571,136.500000,11.000000,51.700001,22.250000
2015-08-26T16:07:04Z,51.642727,14.203111,136.800003,11.000000,51.400002,23.750000
2015-08-26T16:07:06Z,51.643012,14.203654,137.100006,11.000000,51.400002,23.750000
2015-08-26T16:07:08Z,51.643272,14.204199,136.699997,11.000000,51.599998,24.000000
2015-08-26T16:07:10Z,51.643557,14.204776,137.100006,11.000000,51.500000,24.250000
2015-08-26T16:07:12Z,51.643834,14.205322,137.600006,11.000000,51.299999,24.500000
2015-08-26T16:07:14Z,51.644084,14.205893,137.100006,10.000000,53.799999,23.500000
2015-08-26T16:07:16Z,51.644365,14.206452,137.300003,10.000000,51.900002,24.000000
2015-08-26T16:07:18Z,51.644642,14.207013,137.000000,11.000000,51.299999,24.000000
2015-08-26T16:07:20Z,51.644934,14.207554,136.500000,11.000000,50.299999,23.750000
2015-08-26T16:07:22Z,51.645174,14.208088,136.699997,11.000000,52.500000,23.000000
2015-08-26T16:07:24Z,51.645454,14.208608,136.100006,11.000000,51.200001,22.750000
2015-08-26T16:07:26Z,51.645706,14.209116,136.699997,11.000000,50.599998,23.000000
2015-08-26T16:07:28Z,51.645988,14.209638,136.000000,10.000000,50.299999,23.000000
2015-08-26T16:07:30Z,51.646280,14.210160,135.699997,11.000000,49.500000,23.250000
2015-08-26T16:07:32Z,51.646558,14.210644,134.899994,10.000000,47.500000,22.750000
2015-08-26T16:07:34Z,51.646841,14.211144,135.000000,10.000000,47.099998,22.500000
2015-08-26T16:07:36Z,51.647126,14.211630,134.899994,10.000000,47.599998,22.000000
2015-08-26T16:07:38Z,51.647374,14.212048,135.000000,10.000000,46.000000,20.500000
2015-08-26T16:07:40Z,51.647613,14.212463,135.300003,10.000000,46.099998,19.500000
2015-08-26T16:07:42Z,51.647857,14.212835,134.399994,10.000000,44.700001,18.750000
2015-08-26T16:07:44Z,51.648076,14.213178,133.199997,10.000000,44.299999,17.500000
2015-08-26T16:07:46Z,51.648305,14.213508,132.399994,10.000000,44.099998,17.000000
2015-08-26T16:07:48Z,51.648529,14.213817,132.100006,10.000000,43.299999,16.250000
2015-08-26T16:07:50Z,51.648742,14.214161,132.500000,11.000000,44.000000,16.500000
2015-08-26T16:07:52Z,51.648995,14.214543,131.699997,10.000000,43.000000,18.500000
2015-08-26T16:07:54Z,51.649230,14.214895,131.399994,10.000000,42.200001,18.000000
2015-08-26T16:07:56Z,51.649466,14.215256,133.300003,10.000000,41.400002,18.500000
2015-08-26T16:07:58Z,51.649731,14.215587,132.699997,11.000000,40.400002,18.250000
2015-08-26T16:08:00Z,51.649979,14.215942,133.100006,11.000000,40.799999,18.250000
2015-08-26T16:08:02Z,51.650197,14.216235,133.100006,12.000000,40.099998,17.250000
2015-08-26T16:08:04Z,51.650402,14.216490,132.600006,9.000000,38.799999,15.500000
2015-08-26T16:08:06Z,51.650635,14.216763,132.399994,11.000000,38.099998,15.500000
2015-08-26T16:08:08Z,51.650811,14.216992,132.500000,10.000000,38.900002,13.500000
2015-08-26T16:08:10Z,51.651011,14.217231,133.100006,11.000000,37.900002,13.500000
2015-08-26T16:08:12Z,51.651191,14.217447,132.199997,11.000000,38.200001,13.250000
2015-08-26T16:08:14Z,51.651369,14.217696,132.699997,11.000000,39.400002,13.250000
2015-08-26T16:08:16Z,51.651565,14.217942,132.399994,11.000000,38.700001,13.250000
2015-08-26T16:08:18Z,51.651754,14.218195,132.300003,12.000000,38.900002,13.500000
2015-08-26T16:08:20Z,51.651974,14.218483,132.000000,10.000000,37.200001,14.000000
2015-08-26T16:08:22Z,51.652163,14.218715,132.000000,11.000000,36.400002,13.500000
2015-08-26T16:08:24Z,51.652358,14.218944,131.300003,11.000000,37.500000,13.750000
2015-08-26T16:08:26Z,51.652475,14.219171,132.500000,12.000000,40.799999,12.500000
2015-08-26T16:08:28Z,51.652653,14.219426,132.600006,10.000000,39.500000,12.750000
2015-08-26T16:08:30Z,51.652864,14.219672,131.899994,9.000000,38.400002,13.250000
2015-08-26T16:08:32Z,51.653058,14.219911,131.899994,10.000000,39.099998,13.250000
2015-08-26T16:08:34Z,51.653243,14.220152,132.600006,10.000000,38.400002,13.250000
2015-08-26T16:08:36Z,51.653419,14.220374,132.300003,10.000000,38.799999,12.750000
2015-08-26T16:08:38Z,51.653602,14.220590,131.899994,10.000000,39.000000,12.000000
2015-08-26T16:08:40Z,51.653762,14.220797,131.500000,11.000000,39.000000,11.750000
2015-08-26T16:08:42Z,51.653873,14.221021,130.800003,10.000000,42.799999,10.250000
2015-08-26T16:08:44Z,51.654023,14.221194,131.600006,10.000000,37.900002,10.750000
2015-08-26T16:08:46Z,51.654190,14.221426,131.800003,10.000000,42.099998,12.250000
2015-08-26T16:08:48Z,51.654356,14.221682,131.399994,10.000000,43.500000,13.000000
2015-08-26T16:08:50Z,51.654558,14.221966,131.500000,10.000000,43.400002,14.000000
2015-08-26T16:08:52Z,51.654756,14.222257,131.899994,11.000000,42.200001,14.500000
2015-08-26T16:08:54Z,51.654949,14.222520,132.000000,11.000000,40.400002,14.250000
2015-08-26T16:08:56Z,51.655141,14.222751,131.800003,12.000000,38.500000,13.750000
2015-08-26T16:08:58Z,51.655325,14.222952,131.600006,10.000000,35.900002,12.500000
2015-08-26T16:09:00Z,51.655490,14.223081,131.100006,10.000000,22.500000,10.750000
2015-08-26T16:09:02Z,51.655690,14.223178,132.100006,9.000000,17.700001,10.250000
2015-08-26T16:09:04Z,51.655850,14.223287,132.300003,10.000000,25.500000,8.750000
2015-08-26T16:09:06Z,51.655958,14.223449,129.800003,9.000000,57.200001,8.250000
2015-08-26T16:09:08Z,51.655951,14.223678,129.300003,9.000000,104.699997,8.250000
2015-08-26T16:09:10Z,51.655855,14.223907,129.300003,10.000000,124.099998,10.000000
2015-08-26T16:09:12Z,51.655763,14.224151,128.899994,10.000000,121.500000,9.750000
2015-08-26T16:09:14Z,51.655677,14.224400,129.500000,11.000000,120.300003,10.000000
2015-08-26T16:09:16Z,51.655589,14.224648,129.300003,12.000000,120.300003,9.750000
2015-08-26T16:09:18Z,51.655487,14.224941,130.000000,9.000000,115.500000,10.250000
2015-08-26T16:09:20Z,51.655375,14.225232,130.000000,10.000000,120.000000,10.000000
2015-08-26T16:09:22Z,51.655244,14.225456,129.199997,11.000000,129.300003,10.000000
2015-08-26T16:09:24Z,51.655135,14.225725,129.300003,5.000000,123.800003,11.000000
2015-08-26T16:09:26Z,51.654977,14.226096,129.800003,5.000000,122.699997,13.250000
2015-08-26T16:09:28Z,51.654847,14.226436,129.199997,5.000000,123.000000,13.250000
2015-08-26T16:09:30Z,51.654701,14.226779,130.899994,4.000000,123.199997,13.000000
2015-08-26T16:09:32Z,51.654584,14.227097,131.899994,4.000000,122.900002,13.250000
2015-08-26T16:09:34Z,51.654456,14.227418,132.399994,4.000000,122.900002,12.750000
2015-08-26T16:09:36Z,51.654341,14.227713,132.500000,5.000000,121.400002,12.250000
2015-08-26T16:09:38Z,51.654222,14.228067,132.899994,4.000000,118.900002,13.750000
2015-08-26T16:09:40Z,51.654081,14.228438,133.000000,4.000000,121.800003,14.500000
2015-08-26T16:09:42Z,51.653929,14.228753,132.800003,5.000000,126.199997,14.000000
2015-08-26T16:09:44Z,51.653743,14.229002,132.699997,6.000000,137.500000,13.500000
2015-08-26T16:09:46Z,51.653507,14.229230,132.800003,6.000000,147.300003,13.750000
2015-08-26T16:09:48Z,51.653276,14.229412,132.699997,5.000000,152.199997,14.750000
2015-08-26T16:09:50Z,51.652943,14.229544,134.500000,4.000000,163.699997,15.750000
2015-08-26T16:09:52Z,51.652671,14.229651,134.899994,4.000000,165.699997,15.750000
2015-08-26T16:09:54Z,51.652411,14.229754,135.500000,3.000000,165.800003,15.250000
2015-08-26T16:09:56Z,51.652135,14.229867,135.500000,4.000000,164.699997,15.750000
2015-08-26T16:09:58Z,51.651885,14.229966,134.899994,4.000000,165.699997,15.000000
2015-08-26T16:10:00Z,51.651629,14.230071,135.300003,4.000000,165.199997,14.500000
2015-08-26T16:10:02Z,51.651384,14.230163,134.800003,4.000000,167.100006,14.000000
2015-08-26T16:10:04Z,51.651157,14.230252,135.000000,4.000000,165.300003,13.000000
2015-08-26T16:10:06Z,51.650950,14.230334,134.399994,4.000000,165.800003,12.000000
2015-08-26T16:10:08Z,51.650739,14.230413,135.399994,5.000000,166.500000,11.750000
2015-08-26T16:10:10Z,51.650637,14.230466,136.000000,4.000000,164.899994,7.000000
2015-08-26T16:10:12Z,51.650522,14.230518,134.699997,4.000000,157.699997,6.500000
2015-08-26T16:10:14Z,51.650503,14.230643,134.300003,4.000000,108.099998,4.250000
2015-08-26T16:10:16Z,51.650532,14.230742,135.100006,5.000000,63.299999,3.250000
2015-08-26T16:10:18Z,51.650579,14.230847,133.800003,6.000000,39.400002,5.000000
2015-08-26T16:10:20Z,51.650668,14.230950,134.100006,8.000000,39.299999,5.750000
2015-08-26T16:10:22Z,51.650779,14.231080,133.800003,9.000000,35.900002,7.000000
2015-08-26T16:10:24Z,51.650873,14.231201,133.699997,12.000000,35.099998,6.500000
2015-08-26T16:10:26Z,51.650971,14.231313,134.100006,14.000000,36.900002,6.750000
2015-08-26T16:10:28Z,51.651084,14.231435,134.199997,13.000000,39.299999,7.250000
2015-08-26T16:10:30Z,51.651203,14.231590,134.000000,13.000000,39.200001,7.750000
2015-08-26T16:10:32Z,51.651299,14.231734,133.800003,12.000000,41.000000,7.500000
2015-08-26T16:10:34Z,51.651392,14.231865,133.899994,12.000000,39.700001,7.000000
2015-08-26T16:10:36Z,51.651472,14.231955,133.500000,11.000000,37.500000,6.000000
2015-08-26T16:10:38Z,51.651553,14.232043,133.899994,11.000000,33.900002,5.000000
2015-08-26T16:10:40Z,51.651601,14.232081,133.500000,10.000000,24.000000,3.250000
2015-08-26T16:10:42Z,51.651645,14.232053,133.000000,10.000000,339.799988,2.750000
2015-08-26T16:10:44Z,51.651653,14.232009,132.899994,10.000000,301.899994,1.250000
2015-08-26T16:10:46Z,51.651636,14.232006,133.500000,9.000000,0.000000,0.000000
2015-08-26T16:10:50Z,51.651645,14.232005,133.500000,3.000000,0.000000,0.000000
